humidity,weather,holiday,season,feeling_temp,temp,hour,casual,registered,count,year,month,date,day,is_weekend
0.44,1,0,1,0.6212,0.66,19,58,132,190,2011,3,18,4,0
0.93,2,0,1,0.3333,0.32,3,0,2,2,2011,3,11,4,0
0.77,1,0,4,0.4697,0.48,23,6,60,66,2011,10,4,1,0
0.7,1,0,4,0.3182,0.32,2,0,5,5,2011,11,30,2,0
0.59,1,0,4,0.5,0.52,18,90,794,884,2012,10,17,2,0
0.78,1,0,2,0.5909,0.64,4,0,7,7,2012,6,11,0,0
0.82,1,0,2,0.4091,0.4,7,20,202,222,2011,5,6,4,0
0.67,1,0,4,0.4394,0.44,1,4,9,13,2012,10,16,1,0
0.7,2,0,2,0.303,0.32,10,12,88,100,2012,4,23,0,0
0.45,2,0,1,0.2727,0.28,11,5,63,68,2011,1,20,3,0
0.41,1,0,3,0.7879,0.86,18,91,213,304,2011,7,31,6,1
0.8,1,0,1,0.197,0.18,23,0,16,16,2011,1,27,3,0
0.77,2,0,4,0.5,0.52,17,40,414,454,2011,10,26,2,0
0.53,3,0,2,0.6212,0.6,18,94,688,782,2012,6,6,2,0
0.36,1,0,2,0.3182,0.32,6,1,18,19,2012,4,7,5,1
0.78,2,0,2,0.6061,0.66,7,35,36,71,2011,6,19,6,1
0.94,2,0,3,0.5455,0.62,20,35,250,285,2011,9,22,3,0
0.53,1,0,2,0.6212,0.62,17,71,483,554,2011,5,20,4,0
0.89,1,0,3,0.5758,0.64,5,2,4,6,2011,8,6,5,1
0.83,1,0,4,0.5758,0.62,20,15,166,181,2011,10,13,3,0
0.69,2,0,1,0.2121,0.2,4,0,2,2,2011,2,13,6,1
0.61,1,0,3,0.6212,0.64,8,29,78,107,2011,6,26,6,1
0.52,1,0,4,0.5,0.52,10,24,105,129,2011,10,6,3,0
0.65,1,0,3,0.6061,0.64,0,6,58,64,2011,9,2,4,0
0.72,1,0,3,0.4848,0.5,5,4,36,40,2012,9,10,0,0
0.83,2,0,2,0.5303,0.56,9,33,132,165,2011,4,11,0,0
0.87,1,0,4,0.2576,0.24,8,11,83,94,2012,11,23,4,0
0.87,2,0,4,0.3182,0.3,1,10,84,94,2012,12,2,6,1
0.36,1,0,1,0.3333,0.32,14,18,61,79,2011,3,1,1,0
0.97,2,0,3,0.5,0.6,2,18,46,64,2011,9,10,5,1
0.47,1,0,3,0.803,0.86,13,32,104,136,2011,7,12,1,0
0.88,1,0,4,0.4545,0.46,23,8,76,84,2012,12,10,0,0
0.83,2,0,2,0.5606,0.6,23,7,71,78,2011,4,26,1,0
0.59,1,0,3,0.803,0.82,12,28,121,149,2011,7,20,2,0
0.89,2,0,3,0.6364,0.68,2,29,86,115,2012,7,15,6,1
0.75,1,0,1,0.2727,0.26,6,0,7,7,2012,1,7,5,1
0.25,1,0,2,0.4848,0.5,10,113,186,299,2012,4,8,6,1
0.72,1,1,4,0.5,0.52,18,65,486,551,2012,11,12,0,0
0.93,3,0,2,0.2273,0.24,3,0,1,1,2011,3,31,3,0
0.43,1,0,1,0.1364,0.16,9,7,81,88,2011,1,3,0,0
0.47,2,0,4,0.6212,0.64,14,93,173,266,2011,9,30,4,0
0.83,1,0,3,0.5,0.52,3,2,9,11,2012,9,13,3,0
0.81,3,0,2,0.2576,0.28,15,14,56,70,2011,3,30,2,0
0.82,1,0,2,0.4242,0.42,2,5,47,52,2011,5,7,5,1
0.88,2,0,1,0.4242,0.42,10,139,212,351,2012,3,18,6,1
0.62,1,0,2,0.4394,0.44,20,37,166,203,2011,4,7,3,0
0.78,1,0,2,0.5758,0.6,0,4,43,47,2012,5,2,2,0
0.94,2,0,2,0.5152,0.6,0,12,23,35,2011,5,24,1,0
0.58,2,0,3,0.2424,0.72,20,97,262,359,2012,8,17,4,0
0.62,1,0,4,0.6818,0.72,15,52,157,209,2011,9,26,0,0
0.5,1,0,3,0.6212,0.66,19,70,297,367,2011,8,23,1,0
0.73,1,0,3,0.5909,0.6,21,46,266,312,2012,9,21,4,0
0.62,2,1,4,0.4242,0.42,13,82,323,405,2012,10,8,0,0
0.59,3,0,1,0.4545,0.46,18,25,81,106,2012,1,1,6,1
0.62,1,0,4,0.4091,0.4,6,8,18,26,2012,10,21,6,1
0.17,1,0,1,0.3939,0.38,8,9,36,45,2011,2,19,5,1
0.58,2,0,2,0.6667,0.72,22,22,142,164,2012,6,11,0,0
0.82,2,0,1,0.4091,0.4,2,5,27,32,2011,3,6,6,1
0.78,1,0,2,0.5909,0.64,11,38,186,224,2012,5,15,1,0
0.31,1,0,1,0.2879,0.34,22,7,100,107,2012,3,9,4,0
0.78,1,0,3,0.5758,0.6,2,16,22,38,2011,7,15,4,0
0.84,1,0,3,0.7121,0.72,21,36,100,136,2011,8,7,6,1
0.94,2,0,1,0.4394,0.44,1,12,57,69,2012,3,17,5,1
0.62,1,0,1,0.4091,0.4,2,5,9,14,2011,3,18,4,0
0.54,2,0,4,0.4242,0.42,15,13,194,207,2011,11,23,2,0
0.57,1,0,2,0.6212,0.62,4,2,6,8,2012,6,9,5,1
0.83,1,0,2,0.5303,0.56,2,17,9,26,2011,4,26,1,0
0.41,2,0,2,0.6212,0.62,15,47,152,199,2012,3,28,2,0
0.45,1,0,4,0.4848,0.5,11,39,135,174,2011,10,21,4,0
0.39,1,0,1,0.2727,0.3,20,5,17,22,2011,1,2,6,1
0.88,3,0,4,0.4394,0.44,20,5,94,99,2011,11,16,2,0
0.64,1,0,1,0.6061,0.6,20,34,296,330,2012,3,19,0,0
0.93,2,0,2,0.303,0.32,0,0,11,11,2011,3,24,3,0
0.65,1,0,3,0.6212,0.66,23,20,57,77,2011,8,16,1,0
0.49,1,0,3,0.5303,0.56,21,29,256,285,2012,9,10,0,0
0.83,1,0,2,0.6364,0.68,18,57,596,653,2012,6,12,1,0
0.66,1,1,4,0.3333,0.32,0,3,43,46,2012,11,22,3,0
0.29,1,0,2,0.697,0.8,19,128,232,360,2012,6,9,5,1
0.73,1,0,2,0.6061,0.64,22,33,253,286,2012,5,16,2,0
0.54,1,0,3,0.6515,0.7,23,14,64,78,2011,6,26,6,1
0.65,1,0,3,0.6515,0.7,19,54,343,397,2011,8,15,0,0
0.4,1,0,3,0.697,0.78,16,88,325,413,2012,7,9,0,0
0.54,1,0,3,0.6667,0.72,9,41,296,337,2012,8,16,3,0
0.44,1,0,1,0.2424,0.22,22,2,31,33,2011,12,28,2,0
0.57,2,0,4,0.3636,0.36,12,6,138,144,2011,12,14,2,0
0.83,1,0,3,0.6061,0.66,5,1,25,26,2011,8,25,3,0
0.94,2,0,4,0.5455,0.58,23,14,55,69,2011,10,19,2,0
0.88,1,0,2,0.5606,0.62,3,9,22,31,2012,5,26,5,1
0.68,1,0,2,0.5152,0.54,22,26,176,202,2012,4,20,4,0
0.52,1,0,3,0.7727,0.82,21,48,165,213,2012,6,30,5,1
0.62,1,0,1,0.4091,0.4,18,32,391,423,2012,1,24,1,0
0.7,1,0,4,0.303,0.32,11,15,121,136,2011,12,9,4,0
0.45,2,0,1,0.303,0.32,16,62,150,212,2012,2,19,6,1
0.65,1,0,4,0.2727,0.28,6,1,74,75,2011,10,28,4,0
0.75,3,0,1,0.2273,0.22,15,5,64,69,2012,1,9,0,0
0.51,1,0,3,0.6667,0.72,9,63,169,232,2012,6,24,6,1
0.77,2,0,1,0.4545,0.46,1,0,10,10,2012,1,18,2,0
0.32,1,0,3,0.7273,0.84,17,82,665,747,2012,7,2,0,0
0.33,1,0,3,0.6212,0.64,23,15,88,103,2012,6,25,0,0
0.72,1,0,4,0.4545,0.46,2,6,6,12,2012,10,1,0,0
0.41,3,0,2,0.4697,0.48,21,14,151,165,2012,4,9,0,0
0.74,1,0,3,0.6364,0.68,23,14,82,96,2011,8,1,0,0
0.46,1,0,1,0.2879,0.34,5,0,29,29,2012,1,18,2,0
0.83,2,0,2,0.5455,0.58,2,1,10,11,2012,5,22,1,0
0.89,1,0,3,0.6667,0.7,6,3,10,13,2011,8,7,6,1
0.83,1,0,4,0.5455,0.58,5,2,64,66,2012,9,27,3,0
0.32,1,0,2,0.5,0.52,17,53,303,356,2011,4,6,2,0
0.47,1,0,1,0.2273,0.22,23,0,8,8,2011,1,2,6,1
0.37,1,0,1,0.4091,0.4,12,13,164,177,2012,2,27,0,0
0.46,1,0,2,0.3939,0.38,16,17,113,130,2011,4,5,1,0
0.58,2,0,2,0.6667,0.72,11,141,236,377,2011,6,19,6,1
0.88,2,0,2,0.4848,0.5,3,1,7,8,2012,3,21,2,0
0.48,2,0,2,0.6818,0.76,10,37,86,123,2011,6,7,1,0
0.54,1,0,4,0.4091,0.4,20,57,198,255,2012,10,13,5,1
0.42,1,1,1,0.2879,0.3,13,66,246,312,2012,2,20,0,0
0.66,1,0,3,0.697,0.74,21,53,325,378,2012,7,24,1,0
0.61,1,0,4,0.303,0.3,9,18,142,160,2011,11,12,5,1
1.0,3,0,4,0.4394,0.44,9,0,64,64,2011,12,7,2,0
0.79,3,0,3,0.6667,0.7,11,39,112,151,2011,8,25,3,0
0.74,2,1,3,0.6667,0.7,0,31,66,97,2011,9,5,0,0
0.56,2,0,1,0.2424,0.26,10,77,85,162,2012,12,28,4,0
0.88,2,0,2,0.5303,0.56,5,1,27,28,2012,5,9,2,0
0.94,2,0,4,0.5455,0.62,5,2,20,22,2011,9,23,4,0
0.55,3,0,3,0.7576,0.8,18,68,436,504,2011,6,28,1,0
0.78,3,0,3,0.6061,0.66,23,42,121,163,2012,8,11,5,1
0.87,2,0,1,0.4091,0.4,6,2,80,82,2012,2,24,4,0
0.7,1,0,3,0.7273,0.76,10,34,76,110,2011,7,20,2,0
0.65,1,0,1,0.4091,0.4,23,9,18,27,2011,3,16,2,0
0.36,1,0,4,0.4848,0.5,14,191,244,435,2011,11,12,5,1
0.94,1,0,2,0.5303,0.56,2,13,35,48,2011,5,28,5,1
0.46,1,0,4,0.5455,0.58,11,76,196,272,2012,10,1,0,0
0.77,1,0,2,0.5,0.52,1,24,64,88,2012,4,21,5,1
0.77,1,0,4,0.5152,0.54,3,2,54,56,2012,10,6,5,1
0.75,1,0,4,0.2273,0.22,22,2,47,49,2011,12,18,6,1
0.55,1,0,1,0.2273,0.22,9,10,265,275,2012,2,10,4,0
0.77,1,0,4,0.4697,0.48,1,4,7,11,2011,10,5,2,0
0.54,1,0,1,0.4091,0.4,22,13,81,94,2012,3,11,6,1
0.93,2,0,4,0.303,0.26,5,1,7,8,2012,12,2,6,1
0.89,1,0,3,0.5909,0.66,2,28,56,84,2012,9,2,6,1
0.57,1,0,3,0.6212,0.66,20,30,259,289,2011,8,31,2,0
0.83,1,0,3,0.6061,0.66,2,0,8,8,2012,7,31,1,0
0.94,2,0,3,0.5455,0.62,3,0,6,6,2012,9,18,1,0
0.59,2,0,2,0.5,0.52,20,28,281,309,2012,4,30,0,0
0.55,1,0,2,0.5,0.52,17,232,323,555,2012,4,1,6,1
0.66,2,0,4,0.3333,0.36,7,5,381,386,2012,11,19,0,0
0.87,1,0,4,0.3788,0.36,0,24,64,88,2011,10,23,6,1
0.52,1,0,2,0.5,0.52,8,33,162,195,2012,5,19,5,1
0.78,1,0,3,0.5909,0.64,9,52,170,222,2011,8,15,0,0
0.52,1,0,2,0.7727,0.82,17,63,454,517,2011,6,10,4,0
0.58,2,0,4,0.4394,0.44,8,22,737,759,2012,12,5,2,0
0.38,1,0,1,0.4242,0.42,18,10,508,518,2012,2,7,1,0
0.88,2,0,2,0.5455,0.6,9,20,161,181,2011,4,27,2,0
0.83,1,0,3,0.6364,0.68,7,14,49,63,2011,8,6,5,1
0.59,2,0,1,0.2273,0.16,1,0,7,7,2011,2,4,4,0
0.78,1,0,2,0.5909,0.64,0,13,41,54,2011,4,28,3,0
0.34,1,0,1,0.3333,0.34,19,13,130,143,2012,2,26,6,1
0.5,2,0,1,0.4091,0.4,6,2,83,85,2012,3,9,4,0
0.53,1,0,1,0.3333,0.34,21,8,170,178,2012,2,15,2,0
0.77,2,0,2,0.4394,0.44,13,6,55,61,2011,4,13,2,0
0.44,2,0,1,0.2273,0.26,22,0,90,90,2012,1,19,3,0
0.72,1,0,3,0.4545,0.46,5,3,41,44,2012,9,11,1,0
0.83,1,1,3,0.6061,0.66,2,27,66,93,2012,7,4,2,0
0.56,1,0,2,0.5303,0.56,2,2,17,19,2012,6,8,4,0
0.6,1,0,3,0.5152,0.54,2,11,6,17,2012,9,10,0,0
0.17,1,0,2,0.4242,0.42,18,67,577,644,2012,3,27,1,0
0.87,2,0,1,0.4091,0.4,3,0,3,3,2012,3,16,4,0
0.74,1,0,2,0.2121,0.18,4,3,2,5,2011,3,25,4,0
0.75,1,0,1,0.2879,0.24,4,0,1,1,2011,1,1,5,1
0.24,1,0,2,0.4091,0.4,14,37,147,184,2012,3,27,1,0
0.89,2,0,4,0.5758,0.64,18,31,325,356,2011,9,27,1,0
0.87,3,0,4,0.2273,0.26,7,1,6,7,2011,10,29,5,1
0.7,1,0,3,0.6818,0.72,4,0,8,8,2012,7,19,3,0
0.87,1,0,4,0.3485,0.32,8,20,452,472,2011,11,2,2,0
0.41,1,0,4,0.2273,0.26,5,1,2,3,2012,11,24,5,1
0.4,1,0,2,0.8788,0.92,14,44,111,155,2011,6,8,2,0
0.66,1,0,3,0.6818,0.72,9,42,186,228,2011,8,18,3,0
0.88,2,0,4,0.4394,0.44,5,1,45,46,2012,12,4,1,0
0.7,1,0,4,0.2879,0.24,2,2,10,12,2011,12,9,4,0
0.94,3,0,4,0.4091,0.4,11,4,28,32,2011,11,22,1,0
0.33,1,0,4,0.4394,0.44,16,59,410,469,2012,11,21,2,0
0.5,2,0,3,0.6212,0.62,8,43,461,504,2011,8,23,1,0
0.79,1,0,3,0.6667,0.7,21,56,194,250,2011,7,13,2,0
0.82,1,0,1,0.4697,0.48,23,7,39,46,2012,3,18,6,1
0.38,1,1,1,0.2273,0.24,19,4,89,93,2012,1,2,0,0
0.94,1,0,3,0.5455,0.62,23,35,113,148,2011,9,9,4,0
0.53,1,0,3,0.6212,0.62,4,0,5,5,2011,8,12,4,0
0.88,2,0,4,0.5606,0.62,12,10,95,105,2011,10,13,3,0
0.77,3,0,4,0.5152,0.54,23,17,88,105,2012,10,1,0,0
0.47,1,0,3,0.6212,0.66,11,38,100,138,2011,8,29,0,0
0.84,2,0,3,0.6667,0.7,6,4,169,173,2012,8,8,2,0
0.4,2,0,4,0.4091,0.4,13,21,241,262,2012,11,30,4,0
0.94,2,0,4,0.3939,0.38,9,17,153,170,2012,12,8,5,1
0.88,3,0,2,0.4848,0.5,6,6,76,82,2011,5,13,4,0
0.65,1,0,3,0.6212,0.66,0,14,33,47,2012,8,13,0,0
0.74,1,0,2,0.6364,0.68,10,209,215,424,2012,5,27,6,1
0.75,1,0,1,0.2424,0.22,10,20,96,116,2012,2,6,0,0
0.49,1,0,3,0.7879,0.84,17,72,473,545,2011,7,18,0,0
0.87,2,0,4,0.4091,0.4,4,0,7,7,2012,12,4,1,0
0.21,1,0,2,0.5455,0.58,16,66,296,362,2012,4,10,1,0
0.77,2,0,2,0.5,0.52,1,1,8,9,2012,5,7,0,0
0.76,1,0,1,0.3182,0.32,6,5,85,90,2012,2,22,2,0
0.66,2,0,1,0.3333,0.32,10,13,47,60,2011,12,27,1,0
0.44,1,0,3,0.7879,0.86,10,69,117,186,2012,7,5,3,0
0.77,1,0,2,0.4697,0.48,20,63,196,259,2012,3,25,6,1
0.94,2,0,2,0.5,0.52,6,7,102,109,2011,5,3,1,0
0.46,1,0,3,0.697,0.78,9,31,182,213,2011,8,2,1,0
0.67,1,0,4,0.4242,0.42,4,0,7,7,2012,10,16,1,0
0.62,1,0,1,0.4091,0.4,10,8,96,104,2011,12,23,4,0
0.76,1,0,1,0.3333,0.34,11,40,98,138,2012,1,1,6,1
0.44,2,0,1,0.1667,0.2,11,4,33,37,2011,1,13,3,0
0.59,1,0,1,0.2576,0.2,6,2,39,41,2011,12,29,3,0
0.25,1,0,2,0.4848,0.5,14,50,166,216,2012,4,24,1,0
0.43,1,0,2,0.5152,0.54,19,150,237,387,2011,4,30,5,1
0.47,1,0,1,0.2273,0.2,23,4,34,38,2011,2,3,3,0
0.78,2,0,3,0.6061,0.66,22,33,136,169,2011,7,8,4,0
0.83,1,0,3,0.6061,0.66,6,5,158,163,2012,8,3,4,0
0.93,2,1,1,0.2273,0.22,5,2,1,3,2012,12,25,1,0
0.43,1,0,4,0.5303,0.56,12,250,526,776,2012,9,23,6,1
0.82,2,0,2,0.4545,0.46,0,32,85,117,2012,4,22,6,1
0.79,1,0,3,0.6667,0.7,21,88,257,345,2012,7,22,6,1
0.88,1,0,2,0.4545,0.46,2,14,6,20,2012,3,26,0,0
0.82,3,0,4,0.4091,0.4,23,0,13,13,2012,12,20,3,0
0.42,1,0,1,0.2727,0.3,10,14,118,132,2012,2,28,1,0
0.66,1,0,3,0.697,0.74,0,16,50,66,2012,7,19,3,0
0.42,1,0,3,0.6515,0.72,17,97,787,884,2012,9,13,3,0
0.52,1,0,3,0.5303,0.56,21,86,210,296,2012,9,15,5,1
0.71,1,0,4,0.3485,0.36,4,8,13,21,2012,10,21,6,1
0.78,1,0,3,0.5909,0.64,21,59,171,230,2011,9,10,5,1
0.53,1,0,4,0.3485,0.34,21,31,135,166,2012,11,3,5,1
0.88,3,0,4,0.5303,0.56,6,4,90,94,2011,10,14,4,0
0.65,1,0,1,0.2273,0.24,3,1,6,7,2011,3,12,5,1
0.47,1,0,3,0.803,0.86,15,61,176,237,2012,7,16,0,0
0.83,1,0,3,0.6061,0.66,6,6,177,183,2012,8,2,3,0
0.88,2,0,2,0.4545,0.46,5,1,20,21,2012,5,3,3,0
0.77,1,0,4,0.4697,0.48,0,7,36,43,2011,10,5,2,0
0.66,2,0,1,0.3333,0.32,21,14,108,122,2012,2,10,4,0
0.77,1,0,2,0.4848,0.5,6,7,158,165,2012,5,8,1,0
0.94,2,0,4,0.4394,0.44,6,5,81,86,2011,12,6,1,0
0.41,1,0,2,0.6212,0.64,11,40,103,143,2011,6,14,1,0
0.7,1,0,1,0.2273,0.24,10,8,77,85,2012,2,21,1,0
0.39,1,0,3,0.7727,0.86,15,58,106,164,2011,8,9,1,0
0.73,3,0,3,0.5909,0.62,2,9,11,20,2011,9,2,4,0
0.94,3,0,3,0.5606,0.64,15,13,33,46,2011,7,13,2,0
0.52,1,0,1,0.2879,0.24,22,8,12,20,2011,12,24,5,1
1.0,3,0,1,0.4697,0.48,10,9,117,126,2012,1,27,4,0
0.44,1,0,1,0.197,0.2,20,8,95,103,2012,1,14,5,1
0.42,1,0,4,0.2879,0.32,17,20,379,399,2011,11,17,3,0
0.79,1,0,3,0.697,0.72,9,14,205,219,2011,6,22,2,0
0.43,1,0,4,0.6212,0.62,15,96,221,317,2011,11,27,6,1
0.53,1,1,2,0.6212,0.64,0,15,26,41,2012,4,16,0,0
0.93,1,0,1,0.3333,0.34,13,1,74,75,2011,2,2,2,0
0.89,2,0,3,0.5909,0.66,6,3,144,147,2012,8,28,1,0
0.33,1,0,2,0.4394,0.44,13,173,238,411,2012,4,6,4,0
0.79,1,0,3,0.697,0.72,21,38,152,190,2011,8,26,4,0
0.59,2,0,3,0.803,0.82,18,98,573,671,2012,8,3,4,0
0.74,1,0,2,0.6212,0.66,21,87,114,201,2011,5,28,5,1
0.46,1,0,4,0.3333,0.36,22,14,135,149,2012,11,2,4,0
0.66,1,0,2,0.3333,0.32,4,0,1,1,2012,4,3,1,0
0.66,1,0,3,0.7576,0.78,20,51,376,427,2012,8,2,3,0
0.46,2,0,2,0.5303,0.56,20,112,209,321,2012,4,14,5,1
0.84,1,0,3,0.6667,0.7,20,67,126,193,2011,8,14,6,1
0.65,1,0,2,0.6515,0.7,12,49,194,243,2011,6,17,4,0
0.3,1,0,3,0.6515,0.74,16,66,254,320,2011,8,22,0,0
0.52,1,0,3,0.7727,0.82,17,90,775,865,2012,8,2,3,0
0.45,1,0,1,0.2879,0.28,21,2,145,147,2012,2,13,0,0
0.88,2,0,2,0.5455,0.58,8,31,413,444,2011,4,27,2,0
0.7,1,0,4,0.303,0.26,22,0,71,71,2011,12,12,0,0
0.79,1,0,3,0.7121,0.74,2,3,10,13,2011,7,29,4,0
0.81,2,0,1,0.3182,0.28,6,0,88,88,2012,1,26,3,0
0.7,2,0,1,0.2424,0.26,7,1,17,18,2012,12,29,5,1
0.87,1,0,1,0.2727,0.26,2,2,20,22,2011,2,27,6,1
0.88,2,0,2,0.4848,0.5,9,38,255,293,2012,3,21,2,0
0.88,2,0,4,0.4848,0.5,3,0,2,2,2011,11,29,1,0
0.69,1,0,2,0.6364,0.68,11,43,138,181,2011,6,17,4,0
0.53,1,0,1,0.6212,0.62,14,352,338,690,2012,3,17,5,1
0.43,1,0,2,0.3939,0.38,0,4,99,103,2012,4,28,5,1
0.82,1,0,4,0.4091,0.4,1,7,8,15,2011,10,24,0,0
0.89,2,0,3,0.5758,0.64,9,21,199,220,2012,8,10,4,0
0.74,3,0,2,0.197,0.18,4,1,5,6,2011,3,27,6,1
0.54,2,0,4,0.4242,0.42,16,51,373,424,2012,10,31,2,0
0.36,1,0,3,0.7273,0.82,14,54,138,192,2011,8,17,2,0
0.67,1,0,3,0.4394,0.44,22,7,108,115,2011,9,15,3,0
0.49,1,0,2,0.7727,0.82,15,142,232,374,2011,6,11,5,1
0.79,1,0,3,0.7121,0.74,3,2,2,4,2011,7,25,0,0
0.55,1,0,3,0.2424,0.74,10,82,149,231,2012,8,17,4,0
0.39,1,0,2,0.5152,0.54,23,29,81,110,2011,4,28,3,0
0.55,1,0,1,0.1515,0.16,4,0,5,5,2012,1,3,1,0
0.82,2,0,4,0.4848,0.5,9,16,155,171,2011,10,27,3,0
0.44,1,0,2,0.2121,0.2,4,1,1,2,2011,3,29,1,0
0.41,1,0,2,0.6212,0.64,10,38,80,118,2011,6,13,0,0
0.58,2,0,2,0.4091,0.4,6,2,73,75,2011,4,21,3,0
0.42,1,0,3,0.6515,0.72,11,28,143,171,2011,8,31,2,0
0.37,1,0,4,0.5152,0.54,14,280,347,627,2012,11,10,5,1
0.63,1,0,1,0.4545,0.46,2,6,5,11,2012,3,8,3,0
0.79,1,0,3,0.697,0.72,2,11,7,18,2012,6,21,3,0
0.65,1,0,2,0.6061,0.64,16,54,313,367,2012,5,2,2,0
0.78,1,0,3,0.5909,0.64,6,8,17,25,2011,7,10,6,1
0.81,3,0,2,0.3182,0.36,23,0,17,17,2012,4,22,6,1
0.88,3,0,3,0.5455,0.6,17,36,302,338,2012,9,18,1,0
0.6,1,0,1,0.2424,0.24,16,19,88,107,2011,1,29,5,1
0.57,1,0,2,0.6212,0.64,9,99,241,340,2012,6,9,5,1
0.45,2,0,4,0.4848,0.5,9,26,180,206,2011,10,17,0,0
0.41,1,0,3,0.6212,0.62,20,91,265,356,2012,9,9,6,1
0.57,1,0,4,0.3333,0.34,23,8,112,120,2012,11,1,3,0
0.75,1,0,1,0.2121,0.2,4,1,0,1,2011,3,2,2,0
0.46,1,0,4,0.5455,0.58,15,33,155,188,2011,11,8,1,0
0.56,3,0,2,0.6212,0.6,13,60,172,232,2011,5,20,4,0
0.78,3,0,2,0.5303,0.56,7,16,172,188,2011,6,16,3,0
0.4,2,0,4,0.3939,0.38,12,46,167,213,2011,10,28,4,0
0.41,1,0,4,0.4242,0.42,15,120,262,382,2011,11,19,5,1
0.59,2,0,3,0.7727,0.8,12,44,144,188,2011,6,22,2,0
0.9,2,0,4,0.5303,0.56,8,23,186,209,2011,10,14,4,0
0.73,2,0,2,0.6061,0.64,14,39,145,184,2012,5,15,1,0
0.54,2,0,2,0.4242,0.42,21,24,63,87,2011,3,22,1,0
0.31,1,0,1,0.2879,0.32,13,48,178,226,2012,2,25,5,1
0.59,1,0,1,0.1364,0.16,9,3,78,81,2011,1,12,2,0
0.52,1,0,2,0.7121,0.78,16,258,243,501,2012,5,27,6,1
0.69,2,0,4,0.5909,0.6,9,40,195,235,2011,10,11,1,0
0.5,1,0,1,0.4091,0.4,7,4,9,13,2011,3,19,5,1
0.87,3,0,4,0.303,0.34,2,3,27,30,2011,10,2,6,1
0.79,2,0,3,0.6667,0.7,17,47,378,425,2011,8,3,2,0
1.0,3,0,1,0.4242,0.42,14,1,24,25,2011,2,28,0,0
0.58,1,0,2,0.3939,0.38,7,16,255,271,2011,5,5,3,0
0.0,3,0,1,0.3485,0.34,23,1,26,27,2011,3,10,3,0
0.78,1,0,4,0.6061,0.66,10,29,146,175,2012,10,3,2,0
0.46,1,0,4,0.3939,0.38,17,16,362,378,2011,12,19,0,0
0.76,1,0,4,0.4091,0.4,21,4,140,144,2011,11,3,3,0
0.47,1,0,1,0.4242,0.42,8,11,37,48,2011,3,19,5,1
0.65,1,0,2,0.6061,0.64,13,50,129,179,2011,6,20,0,0
0.27,1,0,1,0.3182,0.34,14,117,262,379,2012,3,10,5,1
0.7,1,0,1,0.2273,0.26,6,0,39,39,2011,2,8,1,0
0.79,1,0,3,0.697,0.72,1,3,20,23,2012,8,8,2,0
0.74,2,0,3,0.6212,0.66,11,191,314,505,2012,7,22,6,1
0.69,1,0,2,0.5909,0.6,23,51,125,176,2012,3,23,4,0
0.44,1,0,1,0.1818,0.22,4,0,1,1,2011,2,20,6,1
0.77,2,0,4,0.5,0.52,15,11,59,70,2011,10,26,2,0
0.8,1,0,1,0.2727,0.22,1,8,32,40,2011,1,1,5,1
0.65,1,0,1,0.2727,0.26,3,0,3,3,2011,3,14,0,0
0.42,1,0,4,0.2879,0.3,20,7,162,169,2011,11,17,3,0
0.62,2,0,2,0.6818,0.72,22,56,105,161,2011,6,18,5,1
0.57,1,1,4,0.303,0.32,0,1,22,23,2011,11,24,3,0
0.38,1,0,2,0.4394,0.44,10,64,172,236,2012,4,27,4,0
0.37,1,0,3,0.6515,0.74,11,47,122,169,2011,6,30,3,0
0.94,3,0,4,0.5455,0.62,19,27,368,395,2012,10,2,1,0
1.0,3,0,2,0.2879,0.32,21,0,22,22,2011,3,23,2,0
0.39,1,0,4,0.6212,0.66,15,262,234,496,2011,10,8,5,1
0.26,2,0,1,0.2879,0.32,0,0,10,10,2012,1,30,0,0
0.72,1,0,4,0.5,0.52,22,20,134,154,2011,10,5,2,0
0.62,1,0,4,0.4242,0.42,7,15,287,302,2011,10,6,3,0
0.61,1,1,3,0.6515,0.7,8,43,110,153,2012,7,4,2,0
0.51,2,0,1,0.2424,0.18,9,6,116,122,2011,1,6,3,0
0.7,1,0,3,0.6818,0.72,19,180,342,522,2012,7,22,6,1
0.51,2,0,4,0.6515,0.7,10,40,168,208,2012,9,27,3,0
0.94,2,0,4,0.5455,0.62,3,5,5,10,2011,9,27,1,0
0.8,2,0,1,0.2273,0.16,9,4,34,38,2011,1,30,6,1
0.37,1,0,2,0.5152,0.54,15,79,192,271,2012,5,10,3,0
0.3,1,0,1,0.4091,0.4,20,2,202,204,2012,2,28,1,0
0.66,1,0,4,0.3636,0.36,10,76,186,262,2011,11,6,6,1
0.46,1,0,1,0.3485,0.36,11,9,120,129,2012,2,7,1,0
0.66,2,0,3,0.697,0.74,11,37,112,149,2011,8,4,3,0
0.29,1,0,3,0.697,0.8,14,51,135,186,2011,8,12,4,0
0.87,3,0,2,0.3939,0.38,11,7,70,77,2012,4,22,6,1
0.58,1,0,3,0.6667,0.72,2,2,8,10,2012,7,3,1,0
0.88,2,0,4,0.4697,0.48,23,10,52,62,2011,10,17,0,0
0.78,2,0,3,0.5909,0.64,5,3,46,49,2012,8,1,2,0
0.64,1,0,2,0.5303,0.56,0,19,79,98,2012,5,13,6,1
0.41,1,0,1,0.2576,0.24,11,16,53,69,2011,2,23,2,0
0.49,2,0,2,0.5303,0.56,12,60,124,184,2011,4,18,0,0
