humidity,weather,holiday,season,feeling_temp,temp,hour,count,year,month,day
0.69,1,0,1,0.197,0.2,7,267,2012,2,3
0.87,2,0,2,0.3333,0.34,11,71,2011,3,2
0.38,1,0,3,0.6818,0.78,18,814,2012,7,2
0.58,1,0,4,0.4242,0.42,11,320,2011,11,6
0.83,1,0,2,0.6061,0.66,21,140,2011,6,6
0.57,1,0,3,0.6364,0.68,19,579,2012,9,4
0.53,1,0,1,0.3333,0.34,16,246,2012,1,2
0.41,1,0,2,0.4545,0.46,0,20,2011,4,3
0.88,2,0,4,0.4394,0.44,5,46,2012,12,1
0.66,2,0,4,0.4091,0.4,10,101,2011,10,0
0.94,3,0,4,0.4697,0.48,16,123,2011,11,2
0.29,1,0,4,0.3939,0.38,20,245,2012,11,3
0.79,1,0,3,0.7121,0.74,2,13,2011,7,4
0.53,2,0,2,0.3333,0.34,5,21,2012,4,4
0.78,1,0,3,0.5758,0.6,5,31,2011,9,3
0.49,1,0,2,0.6212,0.6,9,207,2011,6,2
0.61,1,0,3,0.6061,0.62,4,11,2011,7,5
0.64,1,0,4,0.2576,0.22,0,47,2012,12,4
0.69,1,0,1,0.2273,0.22,7,17,2012,3,6
0.55,1,0,1,0.1818,0.18,1,19,2012,12,0
0.31,1,0,2,0.303,0.32,17,159,2011,3,6
0.48,1,0,1,0.1212,0.02,7,84,2011,1,0
0.6,1,0,1,0.6061,0.6,13,233,2012,3,1
1.0,3,0,1,0.2273,0.22,12,52,2011,2,5
0.52,1,0,1,0.2273,0.24,11,152,2012,12,6
0.21,1,0,2,0.5303,0.56,14,311,2012,4,1
0.74,1,0,3,0.697,0.72,1,31,2011,6,3
0.64,1,0,2,0.5303,0.56,6,80,2012,6,5
0.27,1,0,1,0.6212,0.66,13,254,2012,3,2
0.74,1,0,1,0.1515,0.18,21,69,2012,1,5
0.64,2,0,1,0.2273,0.22,23,40,2011,1,1
0.83,1,0,3,0.6364,0.68,4,4,2011,7,2
0.59,2,0,3,0.803,0.82,18,671,2012,8,4
0.55,1,0,1,0.2273,0.22,8,257,2011,3,1
0.83,2,0,2,0.5758,0.62,21,245,2012,5,2
0.61,1,0,3,0.6515,0.7,20,474,2012,8,3
0.71,2,0,2,0.303,0.34,2,6,2011,3,0
0.41,1,0,4,0.4697,0.48,22,89,2011,11,6
0.6,2,0,1,0.2424,0.26,22,54,2012,12,5
0.47,1,0,1,0.2576,0.2,23,19,2011,1,2
0.52,1,0,3,0.7121,0.78,22,209,2011,7,5
0.68,1,0,3,0.5152,0.54,0,45,2012,9,0
0.64,1,0,1,0.2273,0.22,2,1,2011,1,0
0.57,1,0,2,0.6212,0.62,20,302,2012,6,6
0.54,1,0,1,0.1364,0.1,5,8,2011,1,4
0.88,2,0,2,0.5455,0.58,8,444,2011,4,2
0.6,1,0,2,0.5303,0.56,1,88,2012,6,6
0.25,1,0,3,0.6667,0.78,15,240,2011,6,3
0.48,2,0,3,0.6667,0.72,0,191,2012,7,5
0.73,1,0,3,0.6061,0.64,21,280,2012,8,1
0.55,1,0,2,0.7576,0.8,13,387,2011,6,5
0.5,2,0,1,0.3485,0.36,19,281,2012,2,1
1.0,2,0,4,0.3485,0.36,6,114,2011,11,3
0.56,1,0,2,0.6212,0.6,20,362,2012,3,2
0.4,1,0,1,0.2576,0.2,22,53,2011,3,3
0.79,3,0,3,0.697,0.72,18,312,2012,7,6
0.88,1,0,2,0.4545,0.46,22,78,2011,3,0
0.67,1,0,4,0.4242,0.42,4,6,2011,10,5
0.57,2,0,1,0.3182,0.32,7,208,2012,12,4
0.88,1,0,4,0.4545,0.46,7,341,2011,10,1
0.58,1,0,2,0.6667,0.72,12,550,2012,5,5
0.73,1,0,3,0.5455,0.58,23,170,2012,9,3
0.82,2,0,4,0.4242,0.42,23,51,2012,12,6
0.65,1,0,4,0.303,0.3,4,11,2012,10,5
0.82,2,0,1,0.4394,0.44,17,67,2011,1,5
0.88,1,0,4,0.5303,0.56,1,15,2011,10,3
0.38,2,0,2,0.6212,0.6,12,217,2011,5,1
0.93,2,0,4,0.3485,0.36,22,70,2011,10,5
0.8,3,0,1,0.1515,0.16,11,133,2012,1,6
0.78,3,0,3,0.6061,0.66,13,541,2012,8,6
0.59,1,0,3,0.7424,0.78,17,772,2012,9,4
0.48,1,0,3,0.6818,0.76,16,465,2012,8,3
0.94,3,0,2,0.5152,0.54,19,248,2011,5,5
0.61,1,0,1,0.303,0.32,19,107,2011,3,4
0.75,2,0,4,0.2727,0.3,15,155,2012,11,1
0.48,2,0,1,0.0152,0.02,4,3,2011,1,5
0.7,1,0,3,0.6818,0.72,1,80,2012,7,5
0.88,1,0,4,0.4545,0.46,2,55,2011,10,6
0.49,1,0,2,0.7727,0.82,15,374,2011,6,5
0.94,1,0,2,0.4394,0.44,4,5,2011,5,4
0.7,2,0,3,0.697,0.74,10,250,2012,8,1
0.88,2,0,4,0.5,0.52,21,271,2012,10,3
0.75,1,0,4,0.2727,0.26,7,363,2012,12,2
0.62,3,0,3,0.7424,0.78,19,392,2012,9,5
0.56,1,0,2,0.6212,0.6,19,456,2012,3,2
0.57,2,0,1,0.303,0.32,22,47,2011,2,6
0.94,2,0,2,0.5303,0.56,5,17,2011,4,2
0.36,1,0,1,0.6212,0.66,14,191,2011,2,4
0.62,1,0,2,0.7424,0.78,20,251,2011,5,1
0.42,1,0,2,0.4848,0.5,11,321,2011,4,5
0.73,1,0,3,0.5909,0.6,3,37,2012,9,5
1.0,2,0,4,0.4545,0.46,7,156,2011,11,2
0.74,1,0,3,0.6667,0.7,18,292,2011,8,5
0.88,2,0,3,0.5455,0.6,2,122,2012,7,6
0.88,3,0,1,0.4848,0.5,9,107,2012,1,4
0.66,2,0,3,0.697,0.74,12,315,2012,8,4
0.68,2,0,2,0.5455,0.58,3,2,2012,5,0
0.81,3,0,2,0.2879,0.3,7,207,2012,4,0
0.31,1,0,2,0.8333,0.94,15,104,2011,6,3
0.78,1,0,3,0.5758,0.6,5,40,2012,8,2
0.65,2,0,1,0.2576,0.26,12,248,2012,2,6
0.41,1,0,2,0.6212,0.62,16,387,2012,4,3
0.77,1,0,2,0.4848,0.5,2,6,2012,5,0
0.74,1,0,3,0.697,0.72,8,649,2012,7,1
0.87,3,0,2,0.2727,0.3,15,65,2011,3,3
0.46,1,0,2,0.6212,0.6,12,382,2011,5,6
0.76,3,0,4,0.4091,0.4,10,121,2011,10,5
0.51,1,0,4,0.6364,0.68,14,167,2011,9,3
0.55,1,0,3,0.697,0.76,23,177,2011,7,5
0.46,2,0,1,0.3939,0.38,14,88,2011,3,1
0.5,1,0,4,0.3485,0.36,18,521,2012,11,0
0.77,2,0,1,0.4848,0.5,14,521,2012,3,6
0.94,2,0,4,0.5455,0.62,10,129,2011,9,2
0.79,2,0,2,0.697,0.72,7,314,2011,6,3
0.46,1,0,4,0.3182,0.34,17,638,2012,11,0
0.39,1,0,2,0.6515,0.72,16,616,2012,4,6
0.69,1,0,3,0.6061,0.64,9,214,2011,9,1
0.51,2,0,2,0.4848,0.5,9,158,2011,4,0
0.7,2,0,4,0.2879,0.26,3,2,2012,11,3
0.64,1,0,2,0.6061,0.6,8,719,2012,6,3
0.77,2,0,4,0.4848,0.5,12,162,2011,11,0
0.75,1,0,3,0.7424,0.76,4,13,2011,7,4
0.56,2,0,4,0.2576,0.28,10,178,2012,11,2
0.67,1,0,1,0.4242,0.42,20,137,2011,3,3
0.75,1,1,4,0.2273,0.22,7,56,2012,11,3
0.52,2,0,3,0.7424,0.8,12,314,2012,7,0
0.42,1,0,2,0.4848,0.5,11,222,2012,3,2
0.39,1,0,1,0.303,0.3,12,86,2011,3,1
0.93,3,0,1,0.2727,0.28,3,1,2011,2,1
0.78,3,0,3,0.5455,0.58,23,45,2011,9,6
0.2,1,0,2,0.4242,0.42,16,305,2012,3,1
0.48,1,0,1,0.2273,0.26,12,158,2012,2,3
0.54,1,0,2,0.6515,0.7,19,487,2012,5,1
0.59,1,0,1,0.197,0.2,6,64,2012,2,4
0.89,1,0,4,0.5758,0.64,2,13,2012,10,3
0.46,1,0,4,0.3485,0.36,12,372,2011,11,5
0.61,2,0,3,0.6515,0.7,15,346,2011,9,4
0.33,1,0,2,0.4545,0.46,2,18,2012,4,3
0.77,2,0,2,0.5152,0.54,5,26,2012,5,0
0.34,2,0,1,0.1818,0.2,12,124,2012,1,4
0.88,3,0,2,0.5303,0.56,3,2,2012,5,2
0.66,1,0,1,0.3788,0.36,23,31,2011,12,5
0.82,2,0,4,0.4091,0.4,22,91,2011,10,0
0.26,1,0,3,0.8485,0.96,15,306,2012,7,5
0.77,1,0,3,0.4848,0.5,3,12,2012,9,4
0.58,1,0,1,0.4091,0.4,21,52,2011,12,5
1.0,3,0,1,0.2273,0.2,8,10,2011,2,5
0.36,1,0,1,0.2576,0.3,12,146,2012,12,5
0.61,1,0,1,0.3333,0.3,2,4,2012,2,1
0.77,1,0,4,0.4394,0.44,3,7,2012,10,0
0.74,2,0,3,0.697,0.72,3,5,2011,6,3
0.24,1,0,2,0.5303,0.56,20,379,2012,4,1
0.39,1,0,2,0.4697,0.48,22,165,2011,5,3
0.93,2,0,4,0.3788,0.36,4,12,2012,12,5
0.5,1,0,1,0.1212,0.14,5,3,2011,1,3
0.57,1,0,3,0.6364,0.68,20,427,2012,8,2
0.59,1,0,2,0.803,0.82,19,384,2011,6,2
0.88,3,0,4,0.4545,0.46,5,20,2011,12,1
0.44,1,0,3,0.7576,0.84,19,533,2012,7,3
0.61,1,0,4,0.3485,0.34,20,285,2012,11,3
0.94,1,0,2,0.5303,0.56,2,19,2012,5,2
0.39,2,0,3,0.803,0.88,19,503,2012,7,3
0.4,1,0,3,0.6818,0.76,16,513,2012,8,6
0.41,2,0,2,0.2576,0.26,0,31,2011,3,6
0.65,1,0,1,0.2576,0.26,10,116,2012,1,4
0.55,1,0,1,0.1818,0.18,0,34,2012,12,0
0.29,2,0,1,0.3939,0.38,13,224,2012,3,4
0.84,2,0,3,0.6667,0.7,3,30,2011,8,5
0.93,3,0,2,0.2424,0.24,7,95,2011,4,4
0.49,1,0,2,0.3182,0.34,4,5,2012,4,4
0.33,1,0,1,0.4545,0.46,21,165,2012,1,1
1.0,3,0,4,0.4394,0.44,8,86,2011,12,2
0.86,3,0,2,0.1818,0.16,6,2,2011,3,6
0.5,1,0,4,0.3485,0.36,17,582,2012,11,4
0.57,2,0,2,0.3485,0.32,0,11,2011,3,2
0.46,1,0,4,0.3939,0.38,17,378,2011,12,0
1.0,2,0,4,0.5,0.6,4,11,2012,10,2
0.96,2,0,1,0.3485,0.34,6,28,2011,2,0
0.81,1,0,1,0.303,0.28,4,8,2012,1,6
0.69,1,0,4,0.4091,0.4,10,405,2012,11,6
0.77,2,0,4,0.4697,0.48,21,105,2011,11,6
0.64,2,0,2,0.6061,0.6,19,383,2012,5,6
0.61,1,0,2,0.6212,0.66,22,173,2011,6,0
0.83,2,0,2,0.5758,0.62,10,92,2011,4,2
0.36,1,0,1,0.2273,0.28,12,144,2012,12,6
0.78,2,0,2,0.5909,0.64,6,86,2011,4,3
0.72,1,0,3,0.4848,0.5,4,5,2012,9,2
0.46,3,0,3,0.7576,0.82,13,158,2011,7,2
0.79,1,0,3,0.6667,0.7,23,55,2011,8,6
0.76,1,0,4,0.3939,0.38,17,245,2011,12,6
0.88,1,0,2,0.5152,0.54,4,4,2012,5,2
0.89,1,0,2,0.6364,0.68,1,17,2011,5,1
0.5,1,1,1,0.4091,0.4,13,121,2012,12,1
0.78,1,0,2,0.5909,0.64,7,34,2011,6,6
0.73,1,0,3,0.5303,0.56,5,17,2011,8,0
0.64,1,0,2,0.6061,0.6,4,16,2012,5,3
0.5,1,0,4,0.6212,0.62,15,205,2011,10,1
0.46,1,0,4,0.3333,0.36,22,149,2012,11,4
0.43,1,0,4,0.3333,0.36,15,220,2012,11,3
0.66,2,0,4,0.3333,0.36,10,139,2012,11,0
0.77,1,0,3,0.4545,0.46,1,79,2011,9,6
0.48,1,0,3,0.6818,0.76,15,316,2012,8,2
0.6,1,0,2,0.6061,0.6,7,506,2012,6,3
0.84,2,0,3,0.6667,0.7,6,18,2011,8,5
0.94,3,0,2,0.5,0.52,2,6,2011,5,2
0.64,1,0,4,0.6061,0.6,10,168,2011,9,4
0.66,2,0,3,0.7273,0.76,4,10,2012,6,4
0.51,1,0,2,0.4545,0.46,20,141,2011,4,2
0.65,1,0,3,0.6515,0.7,22,181,2011,8,2
0.7,1,0,4,0.2879,0.26,0,38,2011,12,4
0.78,2,0,4,0.6061,0.66,14,347,2011,9,6
0.62,2,0,2,0.6818,0.72,18,286,2011,6,5
0.77,2,0,2,0.4242,0.42,18,505,2012,4,2
0.35,1,0,2,0.6515,0.74,13,293,2012,5,3
0.72,2,0,4,0.5,0.52,20,296,2012,10,5
0.59,1,0,4,0.5,0.52,4,5,2011,10,0
0.52,2,0,4,0.2576,0.28,3,11,2012,11,2
0.77,2,0,4,0.4545,0.46,8,784,2012,10,0
0.93,2,0,1,0.2727,0.26,10,47,2011,1,2
0.64,1,0,1,0.2273,0.2,2,4,2011,2,3
0.79,3,0,3,0.6364,0.68,16,150,2011,8,2
0.62,1,0,4,0.6818,0.72,14,170,2011,9,2
0.75,1,0,1,0.2576,0.24,8,64,2012,1,5
0.88,1,0,4,0.5606,0.62,22,104,2011,9,6
0.33,1,0,1,0.2121,0.26,19,149,2012,2,5
0.74,2,0,3,0.697,0.72,7,327,2011,6,3
0.7,1,0,2,0.697,0.74,22,159,2011,5,1
0.54,1,0,1,0.1515,0.14,8,235,2011,2,2
0.47,1,0,4,0.4545,0.46,14,247,2012,12,1
0.49,1,0,1,0.1364,0.1,0,14,2011,2,4
0.54,2,0,1,0.4394,0.44,16,215,2012,1,6
0.74,1,0,2,0.2121,0.18,4,5,2011,3,4
0.7,2,0,1,0.3333,0.32,20,88,2011,2,0
0.68,2,0,3,0.5,0.52,5,56,2012,9,2
0.21,1,0,1,0.4394,0.44,22,134,2012,3,5
0.82,1,0,4,0.4545,0.46,9,336,2012,12,1
0.78,1,0,3,0.6061,0.66,1,67,2011,8,5
0.35,1,0,1,0.4394,0.44,17,509,2012,2,1
0.87,3,0,2,0.3939,0.38,15,38,2012,4,6
0.53,1,0,2,0.5455,0.58,10,421,2012,4,6
0.33,1,0,3,0.697,0.8,12,556,2012,6,6
0.88,3,0,3,0.5455,0.6,16,141,2012,9,1
0.87,2,0,4,0.3939,0.38,10,135,2012,12,0
0.77,1,0,4,0.4848,0.5,8,213,2012,10,5
0.3,1,0,3,0.7121,0.82,12,374,2011,7,5
0.76,1,0,2,0.3182,0.34,5,6,2011,4,3
0.84,2,0,3,0.6667,0.7,7,482,2012,8,2
0.64,2,0,1,0.2121,0.18,9,157,2012,12,0
0.19,1,0,1,0.3182,0.34,16,98,2011,2,1
0.93,3,0,1,0.1818,0.16,18,95,2011,1,1
0.49,1,0,2,0.7879,0.84,9,168,2011,6,3
0.69,1,0,2,0.2121,0.2,1,5,2011,3,4
0.47,1,0,1,0.197,0.18,20,57,2011,1,6
0.36,1,0,3,0.7121,0.8,11,357,2011,7,5
0.55,2,0,2,0.5,0.52,1,64,2011,5,6
0.54,3,0,3,0.6667,0.72,12,584,2012,8,5
0.54,2,0,2,0.4394,0.44,19,164,2011,3,1
0.69,1,0,3,0.6061,0.64,4,13,2012,7,6
0.77,1,0,4,0.4848,0.5,8,499,2011,10,1
0.33,1,0,3,0.6515,0.74,19,455,2011,6,3
0.88,2,0,4,0.5,0.52,7,421,2012,10,4
0.69,2,0,3,0.6364,0.68,23,178,2012,8,4
0.82,3,0,4,0.4091,0.4,16,333,2012,10,6
0.35,1,0,3,0.6212,0.62,16,466,2012,9,2
0.59,1,0,1,0.2121,0.2,21,47,2011,2,4
0.62,1,0,3,0.6818,0.74,21,209,2011,7,3
0.39,2,0,1,0.2879,0.32,12,224,2012,12,4
1.0,3,0,4,0.4394,0.44,12,33,2011,12,2
0.63,1,0,4,0.4545,0.46,2,67,2011,10,5
0.39,1,0,1,0.6364,0.7,15,264,2012,3,1
0.49,1,0,2,0.7727,0.82,15,256,2012,5,1
0.51,1,0,3,0.6364,0.68,0,84,2011,8,5
0.54,1,0,4,0.4394,0.44,18,335,2011,10,5
0.35,1,0,3,0.8182,0.9,12,276,2012,7,3
0.38,1,0,4,0.4545,0.46,14,274,2012,11,4
0.52,1,0,2,0.5152,0.54,20,323,2012,5,0
0.77,2,0,4,0.4394,0.44,7,531,2012,10,1
0.82,1,0,4,0.3939,0.38,6,98,2011,10,1
0.94,2,0,2,0.4394,0.44,21,14,2011,4,5
0.72,1,0,1,0.4697,0.48,3,4,2012,3,2
0.58,1,0,3,0.7121,0.76,10,198,2012,7,3
0.56,1,1,2,0.7879,0.82,15,460,2012,5,0
0.73,1,0,3,0.5152,0.54,3,4,2011,8,1
0.4,1,0,1,0.4091,0.4,22,118,2012,2,5
0.28,1,0,1,0.2576,0.28,12,118,2012,2,0
0.56,1,0,4,0.5152,0.54,9,409,2012,9,1
0.89,2,0,3,0.5909,0.66,7,360,2012,7,4
0.49,1,0,3,0.7424,0.8,8,550,2012,7,3
0.65,1,0,3,0.6515,0.7,21,242,2011,6,0
0.78,1,0,2,0.6061,0.66,8,131,2011,6,5
0.33,1,0,1,0.4394,0.44,21,114,2012,2,5
0.5,1,0,1,0.3333,0.36,12,191,2012,1,4
0.32,1,0,1,0.1818,0.22,14,72,2011,1,6
0.51,2,0,3,0.6515,0.7,23,211,2012,7,3
0.42,2,0,1,0.3333,0.34,17,396,2012,2,4
0.82,2,0,4,0.4242,0.42,0,21,2012,12,0
0.36,1,0,2,0.6364,0.68,14,678,2012,6,6
0.38,1,0,3,0.7273,0.82,16,416,2011,7,5
0.76,1,0,4,0.3333,0.34,7,254,2011,11,1
0.73,2,0,2,0.5909,0.6,16,332,2012,6,0
0.3,1,0,1,0.2424,0.26,14,77,2011,1,0
0.65,1,0,3,0.6061,0.64,21,223,2011,8,1
0.72,2,0,4,0.4848,0.5,9,334,2012,10,1
0.41,1,0,3,0.6212,0.66,9,282,2012,6,2
0.83,1,0,3,0.6061,0.66,20,250,2011,7,4
0.83,2,0,3,0.5606,0.6,4,7,2012,8,0
0.33,1,0,1,0.2273,0.26,11,46,2011,1,2
0.35,1,0,1,0.4242,0.42,16,266,2012,2,1
0.51,2,0,2,0.6667,0.72,12,401,2011,5,6
0.7,2,0,1,0.2424,0.24,23,31,2011,2,4
0.48,1,0,3,0.6667,0.74,19,633,2012,7,2
0.83,2,0,2,0.5758,0.62,1,20,2011,4,3
0.94,3,0,2,0.5,0.52,13,196,2012,3,5
0.52,2,0,2,0.697,0.76,11,151,2011,6,1
0.54,1,0,3,0.6212,0.66,21,261,2011,7,4
0.69,1,0,1,0.2121,0.22,4,1,2011,3,1
0.7,1,0,3,0.697,0.74,9,290,2012,9,2
0.43,1,0,3,0.7424,0.82,13,288,2012,8,1
0.94,3,0,4,0.5455,0.62,15,61,2011,9,4
0.5,1,0,3,0.8182,0.86,10,226,2011,7,6
0.89,1,0,3,0.5758,0.64,1,134,2012,8,6
0.33,1,0,3,0.697,0.8,16,327,2011,6,4
0.52,1,0,1,0.2879,0.24,21,66,2011,2,1
0.67,1,0,4,0.4394,0.44,1,12,2011,10,2
0.94,3,0,1,0.4545,0.46,2,3,2012,12,4
0.41,2,0,2,0.4545,0.46,22,108,2012,4,0
0.41,3,0,2,0.4242,0.42,20,79,2011,4,6
0.3,1,0,3,0.7121,0.82,12,169,2011,7,2
0.5,2,0,4,0.4091,0.4,14,185,2012,11,3
0.58,1,0,3,0.6818,0.74,12,409,2011,8,5
0.83,1,0,3,0.6061,0.66,1,28,2011,6,4
0.6,1,0,4,0.2727,0.26,23,59,2011,11,4
0.89,1,0,3,0.5758,0.64,5,41,2012,7,2
0.69,1,0,1,0.2424,0.22,3,4,2012,1,4
0.71,2,0,3,0.8636,0.82,10,78,2011,7,3
0.75,1,0,1,0.2879,0.24,4,1,2011,1,5
0.26,1,0,2,0.6061,0.6,18,800,2012,4,1
0.94,2,0,1,0.4242,0.42,0,11,2012,3,3
0.44,1,0,4,0.2273,0.26,1,10,2011,11,4
0.55,1,0,3,0.6818,0.74,17,851,2012,8,2
0.58,1,0,3,0.6818,0.74,9,227,2011,7,1
0.55,1,0,3,0.697,0.76,13,178,2011,9,2
0.79,2,0,2,0.6667,0.7,7,284,2011,6,2
0.3,1,0,4,0.5455,0.58,17,898,2012,9,0
0.59,1,0,4,0.4545,0.46,19,278,2011,11,1
0.87,1,0,4,0.3182,0.28,22,129,2011,12,4
0.57,2,0,4,0.3333,0.32,8,711,2012,11,4
0.88,2,0,4,0.4848,0.5,2,90,2012,10,5
0.87,1,0,1,0.2879,0.3,20,69,2011,2,5
0.39,2,0,2,0.6515,0.72,16,471,2011,5,5
0.66,1,0,3,0.7576,0.78,4,6,2011,7,6
0.59,2,0,1,0.4697,0.48,17,164,2011,3,5
0.53,1,0,2,0.6212,0.64,13,614,2012,6,6
0.56,1,0,2,0.7879,0.82,14,315,2011,6,6
0.52,1,0,1,0.2727,0.26,1,4,2011,3,2
0.87,1,0,1,0.3939,0.38,18,135,2011,12,1
0.7,1,0,3,0.697,0.74,17,808,2012,9,3
0.79,1,0,3,0.7121,0.74,1,34,2011,7,4
0.88,3,0,2,0.5152,0.54,10,91,2012,6,0
0.77,1,0,3,0.4394,0.44,4,6,2012,9,3
0.77,1,0,2,0.5152,0.54,9,331,2012,4,5
0.47,1,0,1,0.1818,0.2,22,65,2012,1,4
0.56,1,0,1,0.2727,0.3,19,118,2011,3,4
0.57,2,1,1,0.303,0.32,8,63,2011,2,0
0.51,1,0,1,0.2121,0.22,17,196,2011,2,1
0.43,1,0,2,0.6212,0.6,18,776,2012,4,3
0.38,1,0,2,0.7121,0.8,16,308,2011,6,1
0.87,2,0,1,0.4091,0.4,6,82,2012,2,4
0.37,1,0,2,0.5303,0.56,13,308,2011,4,4
0.93,2,0,1,0.3333,0.32,3,2,2011,2,4
0.52,3,0,3,0.7121,0.78,23,110,2012,7,6
0.59,1,0,3,0.7424,0.78,12,323,2012,9,4
0.88,2,0,4,0.4242,0.42,8,398,2011,10,0
0.7,1,0,3,0.697,0.74,19,662,2012,9,2
0.78,1,0,2,0.5909,0.62,21,299,2012,5,3
0.53,1,0,2,0.6212,0.6,5,30,2012,4,1
0.69,3,0,2,0.6061,0.64,17,285,2012,5,2
0.76,2,0,4,0.3636,0.36,5,21,2011,10,0
0.44,1,0,3,0.7576,0.84,12,286,2012,8,3
0.41,1,0,2,0.6212,0.62,20,337,2012,5,4
0.93,2,0,2,0.2879,0.3,21,54,2011,4,4
0.28,1,0,3,0.6515,0.72,15,317,2012,6,1
0.62,1,0,3,0.7424,0.78,15,270,2012,8,3
0.94,2,0,4,0.5152,0.6,3,8,2011,9,3
0.42,1,0,3,0.6667,0.74,19,385,2011,8,4
0.69,1,0,3,0.6061,0.64,3,6,2012,8,0
0.32,1,0,3,0.7273,0.84,11,128,2011,8,1
0.63,2,0,3,0.4848,0.5,21,163,2011,9,4
0.61,1,0,3,0.6061,0.62,7,51,2011,6,6
0.26,1,0,2,0.6364,0.72,9,225,2011,6,3
0.48,1,0,4,0.6515,0.7,11,304,2012,10,4
0.81,2,0,2,0.3485,0.34,5,18,2012,4,6
0.36,1,0,2,0.6212,0.64,12,559,2012,5,5
0.74,2,1,3,0.6212,0.66,5,6,2011,9,0
0.67,2,0,1,0.4545,0.46,19,89,2011,3,5
0.37,1,0,4,0.5303,0.56,16,285,2011,10,1
0.81,2,0,1,0.3485,0.36,11,75,2011,3,2
0.82,2,0,1,0.4697,0.48,11,56,2011,12,2
0.53,1,0,1,0.303,0.32,4,2,2011,2,0
0.62,1,0,2,0.4091,0.4,5,7,2011,4,0
0.4,1,0,4,0.3939,0.38,17,403,2012,11,5
0.81,2,0,1,0.2424,0.24,5,8,2011,3,2
0.78,2,0,3,0.5909,0.62,7,442,2012,8,0
0.6,2,0,1,0.2879,0.24,8,57,2011,2,5
0.89,2,0,2,0.5758,0.64,8,694,2012,6,4
1.0,2,0,2,0.4848,0.5,7,257,2011,5,3
0.89,1,0,3,0.5758,0.64,22,217,2012,9,3
0.82,2,0,2,0.4848,0.5,4,5,2011,5,5
0.77,3,0,4,0.4545,0.46,17,225,2012,10,6
0.76,2,0,1,0.3939,0.38,13,103,2012,1,1
0.7,1,1,1,0.2727,0.26,23,29,2011,12,0
0.65,1,0,4,0.2879,0.24,1,14,2011,12,4
0.49,1,0,3,0.7879,0.84,8,109,2011,7,5
0.56,1,0,4,0.2727,0.3,9,141,2011,11,5
0.93,1,0,1,0.303,0.3,23,26,2011,12,1
0.65,1,0,4,0.3182,0.3,1,15,2012,12,2
0.78,3,0,3,0.5909,0.64,11,272,2012,8,6
0.74,1,0,1,0.1212,0.1,8,216,2011,2,4
0.74,1,0,3,0.7121,0.74,5,14,2012,7,5
0.68,2,0,4,0.5,0.52,11,118,2011,11,0
0.83,2,0,2,0.5606,0.6,8,622,2012,5,2
0.66,1,0,1,0.303,0.32,10,99,2011,3,5
0.41,2,0,1,0.0,0.04,1,12,2011,1,5
0.94,2,0,4,0.4242,0.42,20,200,2012,12,0
0.65,1,0,2,0.6061,0.64,5,31,2011,5,4
0.59,1,0,4,0.1515,0.16,1,62,2011,12,6
0.94,1,0,3,0.5303,0.56,20,253,2011,9,1
0.45,2,0,1,0.3182,0.32,15,70,2011,1,3
0.3,1,0,3,0.7273,0.84,13,180,2011,7,2
0.71,1,0,4,0.3485,0.36,6,85,2011,10,4
0.62,2,0,4,0.4091,0.4,16,372,2012,11,6
0.23,1,0,2,0.6364,0.72,19,379,2011,6,3
0.69,1,0,3,0.6061,0.62,5,8,2012,6,6
0.64,2,0,1,0.2424,0.22,5,10,2011,2,5
0.88,3,0,2,0.5,0.52,18,398,2011,5,4
0.74,1,1,3,0.6364,0.68,3,32,2012,7,2
0.83,2,0,2,0.6061,0.66,10,251,2011,5,6
0.57,2,0,4,0.3333,0.34,23,82,2011,11,3
0.57,1,1,4,0.3636,0.36,10,219,2012,11,3
0.41,1,0,4,0.6212,0.66,15,270,2011,10,4
0.58,1,0,2,0.4242,0.42,8,337,2011,4,3
0.51,1,0,1,0.2273,0.2,1,5,2012,1,3
0.16,1,0,4,0.4242,0.42,16,339,2012,11,3
0.45,2,0,1,0.2879,0.28,11,153,2012,2,4
0.29,1,0,1,0.5,0.52,16,298,2012,2,2
0.26,1,0,3,0.7121,0.84,17,584,2011,8,2
0.29,1,0,1,0.3333,0.32,14,78,2011,2,2
0.34,2,0,1,0.3333,0.36,11,187,2012,3,4
0.94,3,0,4,0.5152,0.54,11,120,2011,10,2
0.53,1,0,1,0.6212,0.62,14,690,2012,3,5
0.87,1,0,4,0.3182,0.3,5,25,2011,12,0
0.54,1,0,4,0.4091,0.4,12,236,2012,12,2
0.61,1,0,3,0.6515,0.7,1,10,2011,7,0
0.75,1,0,4,0.2879,0.24,23,45,2011,12,0
0.66,1,0,3,0.7576,0.78,4,13,2012,7,6
0.32,1,0,4,0.3939,0.38,13,224,2012,11,3
0.78,2,0,4,0.5758,0.6,23,115,2012,9,2
0.83,1,0,3,0.5758,0.62,23,69,2011,9,0
0.33,2,0,4,0.4394,0.44,6,82,2011,12,4
0.31,1,0,2,0.4848,0.5,14,224,2012,4,3
0.66,1,1,3,0.697,0.74,18,482,2012,9,0
0.7,1,0,2,0.697,0.74,10,183,2012,5,1
0.65,1,0,3,0.6212,0.66,20,299,2011,9,0
0.84,3,0,3,0.6667,0.7,14,229,2012,7,4
0.46,1,0,3,0.7576,0.82,17,382,2012,8,6
0.89,1,0,3,0.5909,0.66,0,35,2011,7,3
0.74,1,0,3,0.697,0.72,4,14,2012,8,6
